['gcn_pubmed', 37.863277196884155, 30.522623777389526, 29.824968338012695, 27.445061922073364, 19.387263763049823, 21.229828620151636, 27.515355368309553]
['gcn_amazon-photo', 34.58058190345764, 30.363205432891846, 30.720479249954224, 24.872441053390503, 12.195793819606342, 11.162630704943268, 28.073966126915987]
['gcn_amazon-computers', 46.920960426330566, 40.8226478099823, 35.44221639633179, 30.15165400505066, 12.996990174408463, 24.464000578209113, 35.739478196762356]
['gcn_coauthor-physics', 262.8238387107849, 301.8751497268677, 234.97043704986572, 274.12566232681274, -14.858359579419803, 10.597745546045946, -4.300151642052729]
['gcn_flickr', 111.83659982681274, 101.96077060699463, 89.27218508720398, 91.75780415534973, 8.830587871154496, 20.176234590958085, 17.95368931329861]
['gat_pubmed', 54.66746258735657, 37.121761322021484, 41.26451230049133, 30.5763258934021, 32.095327704844, 24.517235028876307, 44.06851087236348]
['gat_amazon-photo', 52.04020404815674, 34.00704526901245, 37.41541314125061, 30.016855239868164, 34.65235986095835, 28.102870029819066, 42.31987404951123]
['gat_amazon-computers', 61.038912534713745, 40.52619290351868, 38.435734033584595, 31.567547082901, 33.60597163248801, 37.03076867281078, 48.28291368240208]
['gat_coauthor-physics', 298.5322403907776, 291.861896276474, 255.92271041870117, 253.40344285964966, 2.2343798129046744, 14.27300780522087, 15.116892390602269]
['gat_flickr', 102.00478291511536, 95.32942509651184, 66.49312663078308, 76.79938697814941, 6.544161585205768, 34.81371683706614, 24.71001380194196]
['ggnn_amazon-computers', 68.75951051712036, 59.08784103393555, 46.83915686607361, 39.75262951850891, 14.065937076117892, 31.879740687782856, 42.185991116660226]
['gaan_amazon-computers', 55.85779047012329, 54.24152207374573, 57.925063610076904, 40.808003425598145, 2.893541586185831, -3.700957597059514, 26.94304038498415]
['ggnn_flickr', 224.89385676383972, 220.53284668922424, 147.75496578216553, 136.82632684707642, 1.9391414853963576, 34.30013255661202, 39.159597858309986]
['gaan_flickr', 96.75671482086182, 91.41436409950256, 69.0196442604065, 67.87535357475281, 5.521426322969146, 28.666817193833563, 29.84946450443341]
