pubmed_gcn_None_cluster_pin_memory_False_num_workers_0_non_blocking_False,0.0045426686604817705,0.0003436533610026042,0.011172402699788411,5.047798156738281e-05,9.247461954752604e-05,0.006962696711222331,0.4648454189300537,0.009342432022094727,0.00959157943725586,0.006514787673950195,55.752094667115884
pubmed_gcn_None_graphsage_pin_memory_False_num_workers_0_non_blocking_False,0.014457909266153972,0.004839030901590983,0.011474724610646565,0.004886138439178467,0.008308021227518718,0.01032087008158366,0.06732416152954102,0.010189056396484375,0.0354154109954834,0.014361858367919922,23.58219837103657
pubmed_gat_None_cluster_pin_memory_False_num_workers_0_non_blocking_False,0.0051653258005777995,0.00031380335489908856,0.0072724342346191405,6.038347880045573e-05,0.0001322015126546224,0.010126288731892903,0.04364323616027832,0.009855270385742188,0.01848149299621582,0.008827686309814453,19.077579684366274
pubmed_gat_None_graphsage_pin_memory_False_num_workers_0_non_blocking_False,0.014560715357462565,0.004189229011535645,0.019528277715047202,0.004380468527475993,0.00910035769144694,0.017574044068654378,0.08444857597351074,0.01592731475830078,0.044245004653930664,0.021869659423828125,18.87065648087881
amazon-photo_gcn_None_cluster_pin_memory_False_num_workers_0_non_blocking_False,0.004583012262980143,0.0002448272705078125,0.004957898457845052,0.0014876842498779297,8.454004923502604e-05,0.006530275344848633,0.024989604949951172,0.00879359245300293,0.013771295547485352,0.006305217742919922,17.200934143773555
amazon-photo_gcn_None_graphsage_pin_memory_False_num_workers_0_non_blocking_False,0.04426337139947074,0.004227484975542341,0.020946583577564785,0.017526341336114065,0.016954409224646434,0.031476229429244995,0.26291704177856445,0.033586978912353516,0.10109567642211914,0.02092432975769043,5.012367917004639
amazon-photo_gat_None_cluster_pin_memory_False_num_workers_0_non_blocking_False,0.007575143178304037,0.0003652064005533854,0.011741908391316731,4.784266153971354e-05,8.186658223470052e-05,0.009200000762939453,0.04978775978088379,0.01148223876953125,0.01636052131652832,0.007732868194580078,52.59837554790815
amazon-photo_gat_None_graphsage_pin_memory_False_num_workers_0_non_blocking_False,0.03996112942695618,0.005117782524653843,0.03332129546574184,0.017218274729592458,0.02533449445452009,0.04221673948424203,0.2783505916595459,0.04090285301208496,0.1138608455657959,0.035317182540893555,-8.124087245199107
amazon-computers_gcn_None_cluster_pin_memory_False_num_workers_0_non_blocking_False,0.005084667205810547,0.0003951740264892578,0.00395286242167155,0.0013275909423828124,8.429845174153646e-05,0.005198472340901692,0.04391050338745117,0.007496356964111328,0.016458749771118164,0.0045964717864990234,29.92081615706278
amazon-computers_gcn_None_graphsage_pin_memory_False_num_workers_0_non_blocking_False,0.05196612221854074,0.016643417733056203,0.03491632001740592,0.020668715238571167,0.06535765528678894,0.03455266356468201,0.25180745124816895,0.05542111396789551,0.1539463996887207,0.07381153106689453,-16.47238103228047
amazon-computers_gat_None_cluster_pin_memory_False_num_workers_0_non_blocking_False,0.0070153013865153,0.0004209105173746745,0.011148570378621419,4.823684692382812e-05,9.48492685953776e-05,0.01076743761698405,0.04936623573303223,0.012664556503295898,0.018769264221191406,0.008595705032348633,41.293238916388866
amazon-computers_gat_None_graphsage_pin_memory_False_num_workers_0_non_blocking_False,0.058294819934027534,0.017262935638427734,0.046087724821908135,0.029226102999278476,0.05945850270135062,0.04695765461240496,0.4092588424682617,0.07302236557006836,0.1768784523010254,0.10091328620910645,-11.506206291671822
coauthor-physics_gcn_None_cluster_pin_memory_False_num_workers_0_non_blocking_False,0.012001962661743163,0.004299001693725586,0.014897034962972006,0.01066036860148112,0.00016801834106445313,0.015605691274007162,0.04869365692138672,0.022557497024536133,0.05232048034667969,0.014800310134887695,15.269957067638398
coauthor-physics_gcn_None_graphsage_pin_memory_False_num_workers_0_non_blocking_False,0.1264936888919157,0.23751096164478974,0.21628968855913946,0.12522416956284466,0.3018002299701466,0.21858768603380987,1.0351548194885254,0.4711720943450928,1.4032559394836426,0.5419754981994629,-11.255968233763513
coauthor-physics_gat_None_cluster_pin_memory_False_num_workers_0_non_blocking_False,0.01273570696512858,0.004514001210530599,0.012780961990356445,0.001461814244588216,0.0001888561248779297,0.018605721791585286,0.04820132255554199,0.01830005645751953,0.03320479393005371,0.013420343399047852,32.54765195358614
coauthor-physics_gat_None_graphsage_pin_memory_False_num_workers_0_non_blocking_False,0.1266902299488292,0.24704433889950023,0.1685817697468926,0.13197107174817255,0.2783956247217515,0.16906197281444774,1.1579480171203613,0.43902158737182617,1.1830224990844727,0.4699525833129883,-6.843299389666704
flickr_gcn_None_cluster_pin_memory_False_num_workers_0_non_blocking_False,0.0052435874938964845,0.0005356947580973308,0.005502459208170573,0.0004488245646158854,8.230209350585937e-05,0.006744944254557292,0.029398441314697266,0.009948492050170898,0.009529352188110352,0.0057373046875,35.50578216695797
flickr_gcn_None_graphsage_pin_memory_False_num_workers_0_non_blocking_False,0.04020752960985357,0.022171909158880062,0.029148852283304386,0.07646107944575223,0.05194524472410029,0.04532206871292808,0.3226149082183838,0.020593643188476562,0.2427375316619873,0.0958406925201416,-89.80840883832089
flickr_gat_None_cluster_pin_memory_False_num_workers_0_non_blocking_False,0.00679467519124349,0.0008537419637044271,0.009963343938191732,5.5344899495442707e-05,0.00010443369547526041,0.010957365036010741,0.06379103660583496,0.013338327407836914,0.018151283264160156,0.008744478225708008,36.87659302105833
flickr_gat_None_graphsage_pin_memory_False_num_workers_0_non_blocking_False,0.04252192919904536,0.023595503785393455,0.03857071833177046,0.07656603238799355,0.048887772993607956,0.05839496580037204,0.3235588073730469,0.02859950065612793,0.3143773078918457,0.0998849868774414,-75.6156440537961
